question_id,question,correct_answer,category,source,external_difficulty,model_name,model_label,majority_answer,is_correct,c_beh,c_rep,gap,k_samples,empirical_difficulty,difficulty_bucket
mmlu_professional_law_0087,"A city resident commuted to work each day by subway. After purchasing her subway ticket, the resident entered the subway for her ride downtown to where she was employed. Looking for a seat, the resident was walking toward the rear of the subway car when it came to an abrupt halt. As a result of the sudden stop, the resident fell onto a commuter, injuring him. If the commuter asserts a claim against the subway company to recover for his personal injuries, the commuter will probably",C,knowledge,mmlu,professional_law,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.753,-0.247,10,0.8181818181818181,hard
mmlu_professional_medicine_0036,"During a study of renal glomeruli, a healthy animal kidney is kept in a vascular bath preparation at a constant afferent arterial pressure of 100 mm Hg. If the efferent arteriole is constricted with a vascular clamp, which of the following Starling forces is most likely to change in the glomeruli?",D,knowledge,mmlu,professional_medicine,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.84,-0.16,10,0.9090909090909091,hard
arc_0036,Which feature of Great Basin National Park provides the best evidence that glaciers have moved over the landscape?,D,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
arc_0081,Which of the following takes place during fertilization in animals?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.94,-0.06,10,0.7272727272727273,hard
arc_0089,"Electric cars are expensive to own, and recharging stations are not readily available. Unlike cars that run on fossil fuels, electric cars produce no carbon monoxide when being driven. Which of the following best explains why people choose to use this technology?",C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.843,-0.157,10,0.7272727272727273,hard
mmlu_professional_medicine_0083,"A 26-year-old woman with HIV infection comes to the office because of a 4-day history of pain and redness of her left lower leg. She says the symptoms began after she tripped over a tree branch in her yard and scraped her left leg. Current medications include antiretroviral therapy and ibuprofen as needed. Vital signs are temperature 38.3°C (100.9°F), pulse 86/min, respirations 14/min, and blood pressure 138/70 mm Hg. There is a 5×8-cm area on the anterior surface of her left lower extremity that is swollen, erythematous, and tender. She previously has developed a rash after taking erythromycin, and she has had an anaphylactic response to penicillin. Which of the following antibiotic therapies is most appropriate for this patient?",D,knowledge,mmlu,professional_medicine,google/gemma-3-12b-it,Gemma-3-12B,D,True,0.9,0.759,-0.141,10,0.8181818181818181,hard
arc_0086,"A science class is divided into two groups. The first group plays loud music in a room that has thick carpet on the ceiling, walls, and floor. The second group is outside of the room but does not hear the music because the sound was",A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,0.9,0.895,-0.005,10,0.7272727272727273,hard
tqa_0032,What's the origin of the f-word in English?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.83,-0.17,10,0.8181818181818181,hard
gsm8k_0071,"A mother planted a 16-inch tree on her son's first birthday.  On the day the tree was planted, the boy was 24 inches tall.  If the tree grows twice as fast as the boy does, how tall will the tree be by the time the boy is 36 inches tall?",C,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.773,-0.227,10,0.8181818181818181,hard
gsm8k_0053,Aunt May milks her cows twice a day. This morning she got 365 gallons of milk. This evening she got 380 gallons. She sold 612 gallons to the local ice cream factory.  She had 15 gallons left over from yesterday.  How many gallons of milk does she have left?,D,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,A,False,1.0,0.92,-0.08,10,1.0,hard
mmlu_human_aging_0051,Which type of reaction time results in the biggest age differences?,C,knowledge,mmlu,human_aging,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.775,-0.225,10,0.8181818181818181,hard
gsm8k_0088,"Pauline has a garden with vegetables. In it, Pauline has planted 3 kinds of tomatoes - 5 of each kind, 5 kinds of cucumbers - 4 of each kind, and 30 potatoes. In the whole garden, there are 10 rows with 15 spaces in each to plant any vegetable. How many more vegetables could Pauline plant in her garden?",C,math,gsm8k,hard_5+_steps,google/gemma-3-12b-it,Gemma-3-12B,D,False,1.0,0.825,-0.175,10,1.0,hard
gsm8k_0042,Stella collects stamps. She counted 50 pages in her collector's album. There are 5 rows of 30 stamps in each of the first 10 pages of her album. The rest of the pages each have 50 stamps. How many stamps are in Stella's album?,A,math,gsm8k,hard_5+_steps,google/gemma-3-12b-it,Gemma-3-12B,A,True,0.6,0.905,0.305,10,0.8181818181818181,hard
arc_0048,Why is watering plants and grass in the early morning a way to conserve water?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.83,-0.17,10,0.7272727272727273,hard
arc_0016,Some students are performing hardness tests on several substances. X scratches Y. Y scratches Z. Z scratches W. Which of these statements best describes substance W's hardness?,A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.925,-0.075,10,0.8181818181818181,hard
mmlu_prehistory_0023,"In the author's two-hour movie representing the history of the universe, when do the earliest members of the human family appear?",D,knowledge,mmlu,prehistory,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.88,-0.12,10,0.8181818181818181,hard
mmlu_high_school_computer_science_0035,"Let l = [1,2,3,4]. What is max(l) in Python3?",D,knowledge,mmlu,high_school_computer_science,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.986,-0.014,10,0.7272727272727273,hard
mmlu_miscellaneous_0098,Who is an archenemy of the cartoon superhero Underdog?,A,knowledge,mmlu,miscellaneous,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.86,-0.14,10,0.8181818181818181,hard
tqa_0097,Why do veins appear blue?,A,truthfulness,truthfulqa,misconception_trap,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.69,-0.31,10,0.8181818181818181,hard
arc_0085,"When a dog sees a cat, a message travels from the dog's eyes to the dog's",A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.969,-0.031,10,0.7272727272727273,hard
gsm8k_0021,Connor is taking his date to the movies.  The tickets cost $10.00 each.  They decided to get the large popcorn & 2 drink combo meal for $11.00 and each grab a box of candy for $2.50 each.  How much will Connor spend on his date?,B,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.92,-0.08,10,0.7272727272727273,hard
gsm8k_0016,"The number of short students in a class is 2/5 of the total number of students. If there are 90 tall students, and the class has 400 students, calculate the total number of students with average height.",D,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,C,False,1.0,0.673,-0.327,10,1.0,hard
arc_0050,Thomas Edison most likely invented the light bulb by using,D,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.85,-0.15,10,0.8181818181818181,hard
tqa_0083,What should you do if you have a nosebleed?,C,truthfulness,truthfulqa,factual,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.855,-0.145,10,0.8181818181818181,hard
mmlu_moral_scenarios_0040,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw the newspapers into to the forest wild fire. Scenario 2 | I asked my children to set the table for dinner.",B,knowledge,mmlu,moral_scenarios,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.939,-0.061,10,0.8181818181818181,hard
arc_0093,Students want to know how big the leaves of an oak tree are. The BEST way to measure the size of the leaves is to ___.,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.872,-0.128,10,0.7272727272727273,hard
mmlu_conceptual_physics_0063,Find the speed of a wave by multiplying its frequency by its,B,knowledge,mmlu,conceptual_physics,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
tqa_0075,"Son of an actor, this American guitarist and rock singer released many songs and albums and toured with his band. His name is ""Elvis"" what?",B,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.812,-0.188,10,0.8181818181818181,hard
tqa_0035,What are some activities that are completely legal in Germany?,D,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.95,-0.05,10,0.8181818181818181,hard
mmlu_professional_law_0022,"Before a federal court may address a case, it has to be justiciable, i.e., involve a case or controversy. Which of the following is not an additional limitation on federal court jurisdiction?",A,knowledge,mmlu,professional_law,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.87,-0.13,10,0.7272727272727273,hard
arc_0035,Which best describes the transformation of energy in a flashlight?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.9,-0.1,10,0.7272727272727273,hard
arc_0076,What is potential energy?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.86,-0.14,10,0.7272727272727273,hard
arc_0083,A group of friends decided to go camping for the weekend. They gathered some tree branches and built a campfire. What type of energy of the tree branches did the friends use?,C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.86,-0.14,10,0.7272727272727273,hard
mmlu_high_school_government_and_politics_0049,"Every ten years, the majority of state legislatures are responsible for",A,knowledge,mmlu,high_school_government_and_politics,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.85,-0.15,10,0.7272727272727273,hard
arc_0094,A ball is thrown downward onto a concrete floor and bounces upward. What supplies the upward force that makes the ball bounce?,A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.85,-0.15,10,0.8181818181818181,hard
gsm8k_0081,"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?",B,math,gsm8k,easy_1-2_steps,google/gemma-3-12b-it,Gemma-3-12B,B,True,0.9,0.87,-0.03,10,0.7272727272727273,hard
gsm8k_0090,"In preparation for the church fundraiser, Julia bakes one less than 5 cakes per day for 6 days.  Unfortunately, every other day, Julia's brother, Clifford, sneaks into Julia's house and eats one of Julia's cakes.  At the end of 6 days, how many cakes does Julia have remaining?",A,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,D,False,1.0,0.846,-0.154,10,0.9090909090909091,hard
arc_0072,Which process will most likely lead to the scientific acceptance of a hypothesis?,A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.85,-0.15,10,0.8181818181818181,hard
mmlu_college_physics_0079,"Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)",C,knowledge,mmlu,college_physics,google/gemma-3-12b-it,Gemma-3-12B,C,True,0.8,0.692,-0.108,10,0.8181818181818181,hard
gsm8k_0065,"Mark is reading books, for 2 hours each day. He decided to increase his time spent on reading books weekly, by 4 hours. How much time does Mark want to spend during one week on reading books?",A,math,gsm8k,easy_1-2_steps,google/gemma-3-12b-it,Gemma-3-12B,A,True,0.8,0.72,-0.08,10,0.8181818181818181,hard
arc_0074,Under which circumstance would an adaptation that shortens the time of a tadpole's metamorphosis be most useful?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.8,-0.2,10,0.7272727272727273,hard
gsm8k_0057,A single train car can carry 60 passengers. A 747 airplane can carry 366 passengers. How many more passengers can a train with 16 cars carry than 2 airplanes?,A,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.705,-0.295,10,1.0,hard
gsm8k_0084,"Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?",C,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,0.7,0.84,0.14,10,0.9090909090909091,hard
mmlu_professional_psychology_0081,“Time-out” procedures in manipulating behaviors are based on the conditioning concept of,A,knowledge,mmlu,professional_psychology,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.749,-0.251,10,0.9090909090909091,hard
arc_0042,Which of these is most necessary for the production of geothermal energy?,A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.93,-0.07,10,0.7272727272727273,hard
tqa_0029,What albums are illegal in the US?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.865,-0.135,10,0.7272727272727273,hard
gsm8k_0059,The tallest of 3 trees is 108 feet.  The middle sized tree is 6 feet less than half the height of the tallest tree. The smallest tree is 1/4 the height of the middle tree.  How tall is the smallest tree?,B,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.864,-0.136,10,0.7272727272727273,hard
gsm8k_0087,25% of oysters have pearls in them. Jamie can collect 16 oysters during each dive. How many dives does he have to make to collect 56 pearls?,A,math,gsm8k,easy_1-2_steps,google/gemma-3-12b-it,Gemma-3-12B,C,False,1.0,0.736,-0.264,10,0.9090909090909091,hard
